Qualification,Experience,Rating,Profile,Fees,Number_degrees_diploma_certificate,Qual_unknown,Qual_BDS,Qual_BHMS,Qual_BAMS,Qual_MBBS,Qual_MS,Qual_MD,Qual_MDS,Qual_DIPLOMA,Qual_PHD,Qual_others,Area,City,Number_Feedback,Approx_Fees,Misc_Info,Area_Codes,City_Bangalore,City_Chennai,City_Coimbatore,City_Delhi,City_Ernakulam,City_Hyderabad,City_Mumbai,City_Sector 5,City_Thiruvananthapuram,City_Unknown,Profile_Ayurveda,Profile_Dentist,Profile_Dermatologists,Profile_ENT Specialist,Profile_General Medicine,Profile_Homeopath
BAMS,9,0,Ayurveda,200,1,0,0,0,1,0,1,0,0,0,0,0,Rohini,Delhi,0,0,0,705,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MBBS,13,97,General Medicine,200,1,0,0,0,0,1,0,0,0,0,0,0,Kukatpally,Hyderabad,0,0,1,420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - Internal Medicine",23,95,General Medicine,500,2,0,0,0,0,1,0,1,0,0,0,0,Whitefield,Bangalore,27,0,1,926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Post Doctoral Fellowship in Diabetology, MD - General Medicine, MBBS",9,0,General Medicine,350,3,0,0,0,0,1,0,1,0,0,0,0,Anna Nagar,Chennai,0,350,1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BDS,9,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,R.S. Puram,Coimbatore,0,0,0,673,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy",7,0,Dermatologists,500,3,0,0,0,0,1,0,1,0,0,0,0,Punjabi Bagh,Delhi,0,0,1,666,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology",23,100,Dermatologists,100,2,0,0,0,0,1,0,1,0,0,0,0,Mahim,Mumbai,0,0,1,466,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
BDS,8,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,TV Medical College,Thiruvananthapuram,0,0,0,816,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"MBBS, MD - Internal Medicine",8,92,General Medicine,750,2,0,0,0,0,1,0,1,0,0,0,0,Andheri East,Mumbai,6,0,1,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"MBBS, MD - Cardiology, DM - Cardiology",19,0,General Medicine,100,3,0,0,0,0,1,0,1,0,0,0,0,Chembur,Mumbai,1,1200,1,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"BDS, MDS",19,100,Dentist,500,2,0,1,0,0,0,1,1,1,0,0,0,New Friends Colony,Delhi,0,0,1,575,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Conservative Dentistry & Endodontics",9,0,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Shenoy Nagar,Chennai,0,0,1,775,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BAMS,8,0,Ayurveda,200,1,0,0,0,1,0,1,0,0,0,0,0,Indiranagar,Bangalore,0,0,0,271,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BHMS,15,0,Homeopath,300,1,0,0,1,0,0,1,0,0,0,0,0,Koramangala,Bangalore,0,0,0,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAMS,7,0,Ayurveda,80,1,0,0,0,1,0,1,0,0,0,0,0,Dahisar East,Mumbai,0,0,0,156,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Get inspired by remarkable stories of people like you,0,0,Dermatologists,100,1,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,0,100,0,860,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"MDS - Prosthodontist And Crown Bridge, BDS",9,0,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Thoraipakkam,Chennai,0,0,1,840,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BAMS,26,0,Ayurveda,60,1,0,0,0,1,0,1,0,0,0,0,0,Marathahalli,Bangalore,0,0,0,489,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BDS,9,100,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Siddhapudur,Coimbatore,1,0,1,781,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
MD - Homeopathy,12,0,Homeopath,100,1,0,0,0,0,0,0,1,0,0,0,0,Andheri West,Mumbai,0,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MBBS, DVD, Fellowship of College of General Practice (FCGP)",31,99,Dermatologists,500,3,0,0,0,0,1,0,0,0,1,0,0,Borivali West,Mumbai,24,0,1,98,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy",15,97,Dermatologists,600,3,0,0,0,0,1,0,1,0,0,0,0,Dwarka,Delhi,0,0,1,176,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS, MBA (HCS)",14,0,Ayurveda,200,2,0,0,0,1,0,1,0,0,0,0,0,BTM Layout 2nd Stage,Bangalore,0,0,0,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BAMS, MD - Ayurveda Medicine",19,0,Ayurveda,100,2,0,0,0,1,0,1,1,0,0,0,0,Santacruz West,Mumbai,0,0,0,744,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"BDS, MDS - Oral & Maxillofacial Surgery, MFDS RCS, FFDRCSI",22,99,Dentist,300,4,0,1,0,0,0,1,1,1,0,0,0,Nungambakkam,Chennai,40,0,1,583,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",23,93,Dentist,100,2,0,1,0,0,0,0,0,0,0,1,0,JP Nagar 2 Phase,Bangalore,0,0,1,278,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - General Medicine",35,0,General Medicine,300,2,0,0,0,0,1,0,1,0,0,0,0,Dilshad Garden,Delhi,0,0,0,168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - Dermatology",13,0,Dermatologists,500,2,0,0,0,0,1,0,1,0,0,0,0,Mayur Vihar Ph-I,Delhi,0,0,0,497,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - General Medicine",10,0,General Medicine,600,2,0,0,0,0,1,0,1,0,0,0,0,Banjara Hills,Hyderabad,0,0,1,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
MDS - Conservative Dentistry & Endodontics,7,100,Dentist,200,1,0,0,0,0,0,1,1,1,0,0,0,Anna Nagar East,Chennai,0,0,1,32,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, DNB - ENT",18,0,ENT Specialist,100,2,0,0,0,0,1,0,0,0,1,0,0,Pusa Road,Delhi,0,0,1,669,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, MS - ENT",17,0,ENT Specialist,300,2,0,0,0,0,1,1,0,0,0,0,0,Keshav Puram,Delhi,0,0,0,371,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MBBS,17,0,General Medicine,200,1,0,0,0,0,1,0,0,0,0,0,0,Vanasthalipuram,Hyderabad,0,0,0,875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"BAMS, Fellowship in Applied Nutrition(FAN)",16,100,Ayurveda,100,2,0,0,0,1,0,1,0,0,0,0,0,Dwarka,Delhi,17,0,1,176,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"MDS - Paedodontics And Preventive Dentistry, BDS",5,0,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Kondapur,Hyderabad,0,0,1,394,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
BHMS,25,0,Homeopath,150,1,0,0,1,0,0,1,0,0,0,0,0,Lajpat Nagar,Delhi,0,0,0,433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BHMS,10,0,Homeopath,250,1,0,0,1,0,0,1,0,0,0,0,0,Kammana Halli,Bangalore,0,0,0,339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAMS,35,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Pitampura,Delhi,0,0,0,650,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BAMS,4,0,Ayurveda,200,1,0,0,0,1,0,1,0,0,0,0,0,Edakochi,Ernakulam,0,0,0,191,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
BDS,16,99,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,New BEL Road,Bangalore,0,0,1,574,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",3,0,ENT Specialist,500,3,0,0,0,0,1,0,0,0,1,0,0,Nagawara,Bangalore,0,0,0,542,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BDS,30,0,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,R.S. Puram,Coimbatore,0,0,0,673,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, PhD - Clinical Neuroscience (Pediatrics)",9,0,General Medicine,100,2,0,0,0,0,1,0,0,0,0,1,0,Vileparle West,Mumbai,0,0,1,909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
MBBS,51,0,General Medicine,400,1,0,0,0,0,1,0,0,0,0,0,0,Patparganj,Delhi,0,400,1,629,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MD - Medicine, MBBS, Professional Diploma in Clinical Research (PDCR)",18,0,General Medicine,400,3,0,0,0,0,1,0,1,0,1,0,0,RT Nagar,Bangalore,0,0,0,676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BHMS,32,0,Homeopath,500,1,0,0,1,0,0,1,0,0,0,0,0,Pitampura,Delhi,0,0,0,650,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BAMS,14,96,Ayurveda,500,1,0,0,0,1,0,1,0,0,0,0,0,Pitampura,Delhi,0,0,0,650,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BDS,6,100,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,Chintal,Hyderabad,0,0,1,132,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
MD - General Medicine,39,0,General Medicine,800,1,0,0,0,0,0,0,1,0,0,0,0,Alwarpet,Chennai,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BHMS,8,100,Homeopath,200,1,0,0,1,0,0,1,0,0,0,0,0,Malviya Nagar,Delhi,13,0,1,478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MS - Otorhinolaryngology",22,0,ENT Specialist,350,2,0,0,0,0,1,1,0,0,0,0,0,Paschim Vihar,Delhi,0,0,0,624,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BDS,10,100,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Charni Road,Mumbai,0,0,1,119,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy",13,87,Dermatologists,400,3,0,0,0,0,1,0,1,0,0,0,0,Chanda Nagar,Hyderabad,0,0,1,111,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"DHMS (Diploma in Homeopathic Medicine and Surgery), MD - Homeopathy",37,100,Homeopath,100,2,0,0,0,0,0,1,1,0,1,0,0,Ghatkopar East,Mumbai,0,0,1,217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MBBS, MS - ENT",0,0,ENT Specialist,400,2,0,0,0,0,1,1,0,0,0,0,0,Jayanagar 4 Block,Bangalore,0,0,0,301,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BDS, FICD, FICOI",37,100,Dentist,700,3,0,1,0,0,0,0,0,0,0,0,0,Sion West,Mumbai,0,0,1,789,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
BAMS,8,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Karwan,Hyderabad,0,0,0,357,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"BDS, MDS - Periodontology and Oral Implantology",12,0,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Vazhakulam,Ernakulam,0,0,0,883,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MD - Dermatology, MBBS",25,0,Dermatologists,300,2,0,0,0,0,1,0,1,0,0,0,0,Chanda Nagar,Hyderabad,0,0,0,111,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
BDS,28,0,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,PMG Jn,Thiruvananthapuram,0,0,0,594,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"MD - Physician, Fellowship of College of General Practice (FCGP)",27,0,General Medicine,100,2,0,0,0,0,0,0,1,0,0,0,0,Greater Kailash Part 1,Delhi,0,0,0,232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, DDV",13,0,Dermatologists,500,2,0,0,0,0,1,0,0,0,1,0,0,Banjara Hills,Hyderabad,0,0,1,73,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BSAM, BNYS",13,0,Ayurveda,200,2,0,0,0,0,0,0,0,0,0,0,1,Mathikere - BEL,Bangalore,0,0,0,494,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BHMS,10,0,Homeopath,100,1,0,0,1,0,0,1,0,0,0,0,0,Mahim,Mumbai,0,0,0,466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BHMS,9,97,Homeopath,300,1,0,0,1,0,0,1,0,0,0,0,0,Malleswaram,Bangalore,0,0,1,476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MD - General Medicine",36,0,General Medicine,200,2,0,0,0,0,1,0,1,0,0,0,0,Chromepet,Chennai,0,0,0,137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - General Medicine",31,97,General Medicine,250,2,0,0,0,0,1,0,1,0,0,0,0,Adambakkam,Chennai,8,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MS - ENT",14,0,ENT Specialist,100,2,0,0,0,0,1,1,0,0,0,0,0,Banjara Hills,Hyderabad,0,0,0,73,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Advanced Certificate Course in Aesthetic Dentistry, BDS, Professional Implantology Training Course (PITC), FAGE- FELLOW, Comprehensive Course in Modern Endodontics",11,0,Dentist,100,5,0,1,0,0,0,0,1,0,0,0,0,Mulund West,Mumbai,0,0,1,531,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MBBS, MD - Anaesthesiology, Indian Diploma Critical Care Medicine (IDCCM)",11,0,General Medicine,200,3,0,0,0,0,1,0,1,0,1,0,0,Pragathi Nagar,Hyderabad,0,0,1,662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
BHMS,4,0,Homeopath,200,1,0,0,1,0,0,1,0,0,0,0,0,Valasaravakkam,Chennai,0,0,0,871,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MD - General Medicine",28,0,General Medicine,300,2,0,0,0,0,1,0,1,0,0,0,0,Ameerpet,Hyderabad,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
BHMS,33,0,Homeopath,300,1,0,0,1,0,0,1,0,0,0,0,0,Electronics City,Bangalore,0,0,0,197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MS - ENT, DNB",21,0,ENT Specialist,100,3,0,0,0,0,1,1,0,0,1,0,0,Parel,Mumbai,3,1750,1,621,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"MBBS, MD - Dermatology",0,88,Dermatologists,300,2,0,0,0,0,1,0,1,0,0,0,0,Nungambakkam,Chennai,0,0,0,583,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, Fellowship in Aesthetic Dentistry (FAD)",5,0,Dentist,500,2,0,1,0,0,0,0,0,0,0,0,0,Old Rajendra Nagar,Delhi,0,0,1,589,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MBBS,43,0,General Medicine,80,1,0,0,0,0,1,0,0,0,0,0,0,Borivali West,Mumbai,0,0,0,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
MBBS,40,0,General Medicine,300,1,0,0,0,0,1,0,0,0,0,0,0,Kalkaji,Delhi,0,0,0,331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"BHMS, MS - Counselling and Psychotherapy",17,0,Homeopath,500,2,0,0,1,0,0,1,0,0,0,0,0,Banashankari 3rd Stage,Bangalore,0,0,0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BHMS,11,0,Homeopath,100,1,0,0,1,0,0,1,0,0,0,0,0,Malad West,Mumbai,0,0,1,471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MBBS, MS - Otorhinolaryngology",10,0,ENT Specialist,500,2,0,0,0,0,1,1,0,0,0,0,0,Pusa Road,Delhi,0,0,1,669,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, DDV",11,81,Dermatologists,800,2,0,0,0,0,1,0,0,0,1,0,0,Bandra West,Mumbai,48,0,1,71,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy",7,100,Dermatologists,100,5,0,0,0,0,1,0,1,0,1,0,0,Vasant Kunj,Delhi,21,0,1,879,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
BDS,5,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Defence Colony,Delhi,0,0,1,160,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT, DNB - ENT, Fellowship in Rhinology and Endoscopic Skull Base Surgery",9,0,ENT Specialist,700,4,0,0,0,0,1,1,0,0,1,0,0,Dwarka Sector 6,Delhi,0,0,0,185,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MD - Dermatology , Venereology & Leprosy, MBBS",8,100,Dermatologists,100,3,0,0,0,0,1,0,1,0,0,0,0,Vileparle West,Mumbai,40,0,1,909,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"BHMS, MD - Homeopathy",10,0,Homeopath,200,2,0,0,1,0,0,1,1,0,0,0,0,Bannerghatta Road,Bangalore,0,0,0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MD - Dermatology",24,0,Dermatologists,400,2,0,0,0,0,1,0,1,0,0,0,0,Rohini,Delhi,0,0,0,705,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
BHMS,15,0,Homeopath,250,1,0,0,1,0,0,1,0,0,0,0,0,Manikonda,Hyderabad,0,0,0,485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BDS,10,100,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,Whitefield,Bangalore,46,0,1,926,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BDS,11,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Ganapathy,Coimbatore,0,0,0,210,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
MBBS,36,0,General Medicine,200,1,0,0,0,0,1,0,0,0,0,0,0,Viveknagar,Bangalore,0,0,0,915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - Cardiology, DM - Cardiology",48,0,General Medicine,100,3,0,0,0,0,1,0,1,0,0,0,0,Vanagaram,Chennai,0,0,0,874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BAMS,6,96,Ayurveda,200,1,0,0,0,1,0,1,0,0,0,0,0,Nagarbhavi,Bangalore,0,0,1,541,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MBBS,9,0,General Medicine,300,1,0,0,0,0,1,0,0,0,0,0,0,Balapur,Hyderabad,0,300,1,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"BDS, MDS - Conservative Dentistry & Endodontics",7,100,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Nagawara,Bangalore,0,0,1,542,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MBBS,47,0,General Medicine,100,1,0,0,0,0,1,0,0,0,0,0,0,KPHB,Hyderabad,0,0,0,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT, Fellowship in Otology and Neurotology",13,0,ENT Specialist,300,4,0,0,0,0,1,0,0,0,1,0,0,Banashankari 2nd Stage,Bangalore,0,0,0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BDS, MDS - Periodontics, Fellow of International Congress of Oral Implantologist",15,96,Dentist,100,3,0,1,0,0,0,1,1,1,0,0,0,Perungudi,Chennai,0,0,1,645,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology",20,97,Dermatologists,700,2,0,0,0,0,1,0,1,0,0,0,0,Greater Kailash Part 2,Delhi,42,0,1,233,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DDV, MD - Dermatology",29,94,Dermatologists,100,3,0,0,0,0,1,0,1,0,1,0,0,Dadar West,Mumbai,0,0,1,154,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology, Post MD SR AIIMS",11,96,Dermatologists,300,3,0,0,0,0,1,1,1,0,0,0,0,KR Puram,Bangalore,83,0,1,316,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology",48,56,Dermatologists,100,2,0,0,0,0,1,0,1,0,0,0,0,Old Rajendra Nagar,Delhi,5,0,1,589,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT",6,90,ENT Specialist,500,2,0,0,0,0,1,1,0,0,0,0,0,Azadpur,Delhi,0,0,1,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BHMS,17,0,Homeopath,150,1,0,0,1,0,0,1,0,0,0,0,0,Ulsoor,Bangalore,0,0,0,859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BHMS,15,0,Homeopath,100,1,0,0,1,0,0,1,0,0,0,0,0,Moti Nagar,Delhi,0,0,0,523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BDS,5,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Ramanathapuram,Coimbatore,0,0,0,691,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
MBBS,0,0,Dermatologists,700,1,0,0,0,0,1,0,0,0,0,0,0,Janak Puri,Delhi,0,0,0,293,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - Otorhinolaryngology, Fellowship in Head & Neck Oncology Surgery",17,100,ENT Specialist,100,3,0,0,0,0,1,1,0,0,0,0,0,Pusa Road,Delhi,0,0,1,669,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"BDS, Certificate in Dental Implantology, Certificate in Orthodontics",12,97,Dentist,100,3,0,1,0,0,0,0,0,0,0,0,0,Sakinaka,Mumbai,0,0,1,736,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MBBS, DLO, DNB - Otorhinolaryngology",21,94,ENT Specialist,300,3,0,0,0,0,1,0,0,0,1,0,0,Miyapur,Hyderabad,44,0,1,511,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"MBBS, Diploma in Child Health (DCH)",21,96,General Medicine,400,2,0,0,0,0,1,0,0,0,1,0,0,Santacruz East,Mumbai,21,0,1,743,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"MBBS, DDV",9,93,Dermatologists,400,2,0,0,0,0,1,0,0,0,1,0,0,Bhandup West,Mumbai,14,0,1,87,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"DDVL, Fellowship in Aesthetic Medicine, MBBS",7,0,Dermatologists,200,3,0,0,0,0,1,0,1,0,1,0,0,Thoppumpady,Ernakulam,0,0,0,839,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - General Medicine",14,0,General Medicine,100,2,0,0,0,0,1,0,1,0,0,0,0,Shalimar Bagh,Delhi,0,0,1,769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"BAMS, PhD- Ayurveda",22,81,Ayurveda,500,2,0,0,0,1,0,1,0,0,0,1,0,Domlur,Bangalore,13,0,1,173,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BAMS, MS - Counselling and Psychotherapy, DNHE, Bachelor of Chiropractic",14,0,Ayurveda,200,4,0,0,0,1,0,1,0,0,0,0,0,Yelahanka,Bangalore,0,0,0,931,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MD - Dermatology , Venereology & Leprosy, MBBS",9,0,Dermatologists,300,3,0,0,0,0,1,0,1,0,0,0,0,Sanath Nagar,Hyderabad,0,0,0,739,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",8,0,ENT Specialist,600,3,0,0,0,0,1,0,0,0,1,0,0,Andheri,Mumbai,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)",41,0,ENT Specialist,100,2,0,0,0,0,1,0,0,0,1,0,0,Malkajgiri,Hyderabad,0,0,0,473,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
BAMS,17,0,Ayurveda,300,1,0,0,0,1,0,1,0,0,0,0,0,Royapettah,Chennai,1,300,1,719,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, MS - ENT, DNB - ENT",8,100,ENT Specialist,400,3,0,0,0,0,1,1,0,0,1,0,0,Yeshwanthpur,Bangalore,18,0,1,935,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)",22,0,ENT Specialist,350,2,0,0,0,0,1,0,0,0,1,0,0,Kammana Halli,Bangalore,0,0,0,339,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, MS - ENT",18,94,ENT Specialist,400,2,0,0,0,0,1,1,0,0,0,0,0,Rohini,Delhi,1,0,1,705,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, DDVL",18,94,Dermatologists,500,2,0,0,0,0,1,0,0,0,1,0,0,Ulsoor,Bangalore,22,0,1,859,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MD - Homeopathy, BHMS",16,97,Homeopath,500,2,0,0,1,0,0,1,1,0,0,0,0,Vijayanagar,Bangalore,7,0,1,897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MD - Dermatology,30,0,Dermatologists,450,1,0,0,0,0,0,0,1,0,0,0,0,AS Rao Nagar,Hyderabad,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MD - Dermatology, Diploma in Venereology",32,80,Dermatologists,200,2,0,0,0,0,0,0,1,0,1,0,0,Aminjikarai,Chennai,12,0,1,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
